489,119316,239121,119316,61341
490,119805,240100,119805,57439
491,120295,241081,120295,61177
492,120786,242064,120786,61425
493,121278,243049,121278,60639
494,121771,244036,121771,58814
495,122265,245025,122265,60274
496,122760,246016,122760,59143
497,123256,247009,123256,61274
498,123753,248004,123753,60065
499,124251,249001,124251,62908
500,124750,250000,124750,60052
501,125250,251001,125250,64897
502,125751,252004,125751,63538
503,126253,253009,126253,63309
504,126756,254016,126756,60273
505,127260,255025,127260,63750
506,127765,256036,127765,63821
507,128271,257049,128271,65340
508,128778,258064,128778,66198
509,129286,259081,129286,65470
510,129795,260100,129795,63492
511,130305,261121,130305,65747
512,130816,262144,130816,64840
513,131328,263169,131328,61133
514,131841,264196,131841,65967
515,132355,265225,132355,63050
516,132870,266256,132870,66860
517,133386,267289,133386,66485
518,133903,268324,133903,64939
519,134421,269361,134421,65919
520,134940,270400,134940,70763
521,135460,271441,135460,66320
522,135981,272484,135981,65631
523,136503,273529,136503,68567
524,137026,274576,137026,63607
525,137550,275625,137550,67915
526,138075,276676,138075,65213
527,138601,277729,138601,68222
528,139128,278784,139128,72435
529,139656,279841,139656,71071
530,140185,280900,140185,67090
531,140715,281961,140715,72112
532,141246,283024,141246,71890
533,141778,284089,141778,71047
534,142311,285156,142311,71199
535,142845,286225,142845,73042
536,143380,287296,143380,72676
537,143916,288369,143916,71325
538,144453,289444,144453,70173
539,144991,290521,144991,71952
540,145530,291600,145530,72548
541,146070,292681,146070,75426
542,146611,293764,146611,72996
543,147153,294849,147153,71675
544,147696,295936,147696,70657
545,148240,297025,148240,73220
546,148785,298116,148785,73532
547,149331,299209,149331,71532
548,149878,300304,149878,75395
549,150426,301401,150426,74228
550,150975,302500,150975,74855
551,151525,303601,151525,76320
552,152076,304704,152076,73605
553,152628,305809,152628,82640
554,153181,306916,153181,75527
555,153735,308025,153735,74980
556,154290,309136,154290,76543
557,154846,310249,154846,76706
558,155403,311364,155403,74019
559,155961,312481,155961,75226
560,156520,313600,156520,79335
561,157080,314721,157080,80684
562,157641,315844,157641,78278
563,158203,316969,158203,79339
564,158766,318096,158766,78344
565,159330,319225,159330,83888
566,159895,320356,159895,79716
567,160461,321489,160461,77523
568,161028,322624,161028,79708
569,161596,323761,161596,78100
570,162165,324900,162165,79227
571,162735,326041,162735,80687
572,163306,327184,163306,83118
573,163878,328329,163878,81172
574,164451,329476,164451,85999
575,165025,330625,165025,84529
576,165600,331776,165600,81569
577,166176,332929,166176,83909
578,166753,334084,166753,84009
579,167331,335241,167331,87812
580,167910,336400,167910,84038
581,168490,337561,168490,84316
582,169071,338724,169071,86775
583,169653,339889,169653,88006
584,170236,341056,170236,86727
585,170820,342225,170820,82421
586,171405,343396,171405,87879
587,171991,344569,171991,91177
588,172578,345744,172578,87556
589,173166,346921,173166,86881
590,173755,348100,173755,87711
591,174345,349281,174345,90380
592,174936,350464,174936,88062
593,175528,351649,175528,94956
594,176121,352836,176121,85123
595,176715,354025,176715,89856
596,177310,355216,177310,91123
597,177906,356409,177906,91629
598,178503,357604,178503,88208
599,179101,358801,179101,90833
600,179700,360000,179700,89768
601,180300,361201,180300,92071
602,180901,362404,180901,91276
603,181503,363609,181503,90956
604,182106,364816,182106,93475
605,182710,366025,182710,93396
606,183315,367236,183315,94220
607,183921,368449,183921,88234
608,184528,369664,184528,93173
609,185136,370881,185136,96816
610,185745,372100,185745,94877
611,186355,373321,186355,99462
612,186966,374544,186966,92524
613,187578,375769,187578,92119
614,188191,376996,188191,92416
615,188805,378225,188805,98014
616,189420,379456,189420,95496
617,190036,380689,190036,96164
618,190653,381924,190653,95239
619,191271,383161,191271,94230
620,191890,384400,191890,97054
621,192510,385641,192510,97676
622,193131,386884,193131,94548
623,193753,388129,193753,97566
624,194376,389376,194376,91645
625,195000,390625,195000,95792
626,195625,391876,195625,97418
627,196251,393129,196251,98589
628,196878,394384,196878,97676
629,197506,395641,197506,94780
630,198135,396900,198135,97554
631,198765,398161,198765,95713
632,199396,399424,199396,102978
633,200028,400689,200028,96460
634,200661,401956,200661,106736
635,201295,403225,201295,103693
636,201930,404496,201930,101268
637,202566,405769,202566,102186
638,203203,407044,203203,99064
639,203841,408321,203841,99900
640,204480,409600,204480,95892
641,205120,410881,205120,102680
642,205761,412164,205761,99306
643,206403,413449,206403,105839
644,207046,414736,207046,100783
645,207690,416025,207690,101945
646,208335,417316,208335,104931
647,208981,418609,208981,105065
648,209628,419904,209628,109088
649,210276,421201,210276,103504
650,210925,422500,210925,105798
651,211575,423801,211575,101298
652,212226,425104,212226,106198
653,212878,426409,212878,105995
654,213531,427716,213531,110119
655,214185,429025,214185,108899
656,214840,430336,214840,106154
657,215496,431649,215496,109312
658,216153,432964,216153,111378
659,216811,434281,216811,106275
660,217470,435600,217470,107103
661,218130,436921,218130,112025
662,218791,438244,218791,106536
663,219453,439569,219453,109625
664,220116,440896,220116,108470
665,220780,442225,220780,112033
666,221445,443556,221445,106044
667,222111,444889,222111,103619
668,222778,446224,222778,112820
669,223446,447561,223446,112741
670,224115,448900,224115,112743
671,224785,450241,224785,112308
672,225456,451584,225456,111086
673,226128,452929,226128,110239
674,226801,454276,226801,109912
675,227475,455625,227475,111233
676,228150,456976,228150,115969
677,228826,458329,228826,117092
678,229503,459684,229503,118815
679,230181,461041,230181,111265
680,230860,462400,230860,115637
681,231540,463761,231540,117256
682,232221,465124,232221,116585
683,232903,466489,232903,122322
684,233586,467856,233586,112423
685,234270,469225,234270,119556
686,234955,470596,234955,114330
687,235641,471969,235641,119235
688,236328,473344,236328,122603
689,237016,474721,237016,117892
690,237705,476100,237705,118534
691,238395,477481,238395,119499
692,239086,478864,239086,120461
693,239778,480249,239778,127893
694,240471,481636,240471,113996
695,241165,483025,241165,125004
696,241860,484416,241860,119032
697,242556,485809,242556,124550
698,243253,487204,243253,125238
699,243951,488601,243951,124547
700,244650,490000,244650,121941
701,245350,491401,245350,128531
702,246051,492804,246051,114735
703,246753,494209,246753,114118
704,247456,495616,247456,121853
705,248160,497025,248160,125325
706,248865,498436,248865,127629
707,249571,499849,249571,126414
708,250278,501264,250278,119041
709,250986,502681,250986,124170
710,251695,504100,251695,129597
711,252405,505521,252405,122792
712,253116,506944,253116,128611
713,253828,508369,253828,127315
714,254541,509796,254541,128974
715,255255,511225,255255,128787
716,255970,512656,255970,130865
717,256686,514089,256686,128529
718,257403,515524,257403,130529
719,258121,516961,258121,126722
720,258840,518400,258840,124742
721,259560,519841,259560,130555
722,260281,521284,260281,129755
723,261003,522729,261003,133134
724,261726,524176,261726,128733
725,262450,525625,262450,129403
726,263175,527076,263175,126541
727,263901,528529,263901,134239
728,264628,529984,264628,139960
729,265356,531441,265356,133039
730,266085,532900,266085,131625
731,266815,534361,266815,133786
732,267546,535824,267546,132576
733,268278,537289,268278,132077
734,269011,538756,269011,137600
735,269745,540225,269745,134468
736,270480,541696,270480,135652
737,271216,543169,271216,131381
738,271953,544644,271953,141550
739,272691,546121,272691,128914
740,273430,547600,273430,142626
741,274170,549081,274170,138788
742,274911,550564,274911,136186
743,275653,552049,275653,144654
744,276396,553536,276396,136673
745,277140,555025,277140,135459
746,277885,556516,277885,140354
747,278631,558009,278631,141279
748,279378,559504,279378,139076
749,280126,561001,280126,143127
750,280875,562500,280875,142492
751,281625,564001,281625,137432
752,282376,565504,282376,142878
753,283128,567009,283128,135808
754,283881,568516,283881,135234
755,284635,570025,284635,146072
756,285390,571536,285390,146774
757,286146,573049,286146,135938
758,286903,574564,286903,142568
759,287661,576081,287661,135450
760,288420,577600,288420,138235
761,289180,579121,289180,146676
762,289941,580644,289941,149372
763,290703,582169,290703,148855
764,291466,583696,291466,143071
765,292230,585225,292230,148837
766,292995,586756,292995,140943
767,293761,588289,293761,142339
768,294528,589824,294528,150224
769,295296,591361,295296,152932
770,296065,592900,296065,144229
771,296835,594441,296835,149049
772,297606,595984,297606,149132
773,298378,597529,298378,146934
774,299151,599076,299151,150480
775,299925,600625,299925,151144
776,300700,602176,300700,143055
777,301476,603729,301476,153338
778,302253,605284,302253,149895
779,303031,606841,303031,150028
780,303810,608400,303810,147977
781,304590,609961,304590,152710
782,305371,611524,305371,147785
783,306153,613089,306153,152738
784,306936,614656,306936,149318
785,307720,616225,307720,151795
786,308505,617796,308505,149912
787,309291,619369,309291,156246
788,310078,620944,310078,160112
789,310866,622521,310866,154802
790,311655,624100,311655,155590
791,312445,625681,312445,165633
792,313236,627264,313236,152416
793,314028,628849,314028,156476
794,314821,630436,314821,162244
795,315615,632025,315615,155645
796,316410,633616,316410,154799
797,317206,635209,317206,159896
798,318003,636804,318003,161486
799,318801,638401,318801,160050
800,319600,640000,319600,155492
801,320400,641601,320400,156426
802,321201,643204,321201,163711
803,322003,644809,322003,158579
804,322806,646416,322806,163887
805,323610,648025,323610,165917
806,324415,649636,324415,163564
807,325221,651249,325221,161113
808,326028,652864,326028,163103
809,326836,654481,326836,161901
810,327645,656100,327645,170866
811,328455,657721,328455,174016
812,329266,659344,329266,162811
813,330078,660969,330078,168971
814,330891,662596,330891,168548
815,331705,664225,331705,170857
816,332520,665856,332520,161206
817,333336,667489,333336,166490
818,334153,669124,334153,167025
819,334971,670761,334971,164474
820,335790,672400,335790,170055
821,336610,674041,336610,163425
822,337431,675684,337431,169031
823,338253,677329,338253,170710
824,339076,678976,339076,164436
825,339900,680625,339900,170056
826,340725,682276,340725,175457
827,341551,683929,341551,172764
828,342378,685584,342378,174845
829,343206,687241,343206,159378
830,344035,688900,344035,175200
831,344865,690561,344865,172391
832,345696,692224,345696,175903
833,346528,693889,346528,175255
834,347361,695556,347361,173605
835,348195,697225,348195,163917
836,349030,698896,349030,173296
837,349866,700569,349866,174687
838,350703,702244,350703,173161
839,351541,703921,351541,179528
840,352380,705600,352380,174353
841,353220,707281,353220,178261
842,354061,708964,354061,168429
843,354903,710649,354903,174708
844,355746,712336,355746,180034
845,356590,714025,356590,180152
846,357435,715716,357435,180249
847,358281,717409,358281,180991
848,359128,719104,359128,187218
849,359976,720801,359976,176934
850,360825,722500,360825,177322
851,361675,724201,361675,179731
852,362526,725904,362526,177186
853,363378,727609,363378,190882
854,364231,729316,364231,183648
855,365085,731025,365085,185440
856,365940,732736,365940,181527
857,366796,734449,366796,173168
858,367653,736164,367653,181935
859,368511,737881,368511,193499
860,369370,739600,369370,185472
861,370230,741321,370230,184449
862,371091,743044,371091,181998
863,371953,744769,371953,186853
864,372816,746496,372816,193660
865,373680,748225,373680,194600
866,374545,749956,374545,185636
867,375411,751689,375411,184073
868,376278,753424,376278,192666
869,377146,755161,377146,192449
870,378015,756900,378015,188755
871,378885,758641,378885,191183
872,379756,760384,379756,188811
873,380628,762129,380628,199687
874,381501,763876,381501,185672
875,382375,765625,382375,190105
876,383250,767376,383250,188531
877,384126,769129,384126,188033
878,385003,770884,385003,192145
879,385881,772641,385881,181409
880,386760,774400,386760,192603
881,387640,776161,387640,198408
882,388521,777924,388521,194754
883,389403,779689,389403,193370
884,390286,781456,390286,193091
885,391170,783225,391170,196271
886,392055,784996,392055,192882
887,392941,786769,392941,192824
888,393828,788544,393828,196126
889,394716,790321,394716,196449
890,395605,792100,395605,200154
891,396495,793881,396495,200039
892,397386,795664,397386,202728
893,398278,797449,398278,198523
894,399171,799236,399171,196780
895,400065,801025,400065,197978
896,400960,802816,400960,205537
897,401856,804609,401856,206190
898,402753,806404,402753,202848
899,403651,808201,403651,203354
900,404550,810000,404550,205469
901,405450,811801,405450,193283
902,406351,813604,406351,207320
903,407253,815409,407253,217387
904,408156,817216,408156,204838
905,409060,819025,409060,207238
906,409965,820836,409965,200694
907,410871,822649,410871,208689
908,411778,824464,411778,208122
909,412686,826281,412686,218092
910,413595,828100,413595,210660
911,414505,829921,414505,211445
912,415416,831744,415416,199232
913,416328,833569,416328,201007
914,417241,835396,417241,203946
915,418155,837225,418155,207396
916,419070,839056,419070,212798
917,419986,840889,419986,205478
918,420903,842724,420903,206957
919,421821,844561,421821,210374
920,422740,846400,422740,209510
921,423660,848241,423660,208114
922,424581,850084,424581,210449
923,425503,851929,425503,205987
924,426426,853776,426426,216680
925,427350,855625,427350,211932
926,428275,857476,428275,216155
927,429201,859329,429201,214792
928,430128,861184,430128,208873
929,431056,863041,431056,212576
930,431985,864900,431985,220818
931,432915,866761,432915,219325
932,433846,868624,433846,212963
933,434778,870489,434778,217243
934,435711,872356,435711,212629
935,436645,874225,436645,208993
936,437580,876096,437580,222109
937,438516,877969,438516,219378
938,439453,879844,439453,207542
939,440391,881721,440391,224334
940,441330,883600,441330,224610
941,442270,885481,442270,214972
942,443211,887364,443211,222193
943,444153,889249,444153,225294
944,445096,891136,445096,215254
945,446040,893025,446040,226342
946,446985,894916,446985,234551
947,447931,896809,447931,215122
948,448878,898704,448878,218685
949,449826,900601,449826,224065
950,450775,902500,450775,222975
951,451725,904401,451725,218655
952,452676,906304,452676,231487
953,453628,908209,453628,215645
954,454581,910116,454581,220309
955,455535,912025,455535,227901
956,456490,913936,456490,225506
957,457446,915849,457446,230322
958,458403,917764,458403,232156
959,459361,919681,459361,225574
960,460320,921600,460320,232390
961,461280,923521,461280,237899
962,462241,925444,462241,231388
963,463203,927369,463203,226549
964,464166,929296,464166,228798
965,465130,931225,465130,229399
966,466095,933156,466095,235173
967,467061,935089,467061,235624
968,468028,937024,468028,233183
969,468996,938961,468996,234113
970,469965,940900,469965,231008
971,470935,942841,470935,222772
972,471906,944784,471906,239586
973,472878,946729,472878,235362
974,473851,948676,473851,238043
975,474825,950625,474825,239111
976,475800,952576,475800,242389
977,476776,954529,476776,235470
978,477753,956484,477753,231780
979,478731,958441,478731,241614
980,479710,960400,479710,236375
981,480690,962361,480690,243419
982,481671,964324,481671,250677
983,482653,966289,482653,237609
984,483636,968256,483636,233344
985,484620,970225,484620,243728
986,485605,972196,485605,239945
987,486591,974169,486591,247153
988,487578,976144,487578,240772
989,488566,978121,488566,238552
990,489555,980100,489555,248009
991,490545,982081,490545,236347
992,491536,984064,491536,247847
993,492528,986049,492528,249537
994,493521,988036,493521,246273
995,494515,990025,494515,249994
996,495510,992016,495510,244307
997,496506,994009,496506,239630
998,497503,996004,497503,249321
999,498501,998001,498501,251733
1000,499500,1000000,499500,241588
